"DISTRITO","UNIDADE","TRIMESTRE","ESPECIALIDADE","VALOR"
"Norte","CS VARGEM GRANDE","2013 Q3","Total",1194
"Norte","CS VARGEM PEQUENA","2013 Q3","Total",2646
"Continente","CS VILA APARECIDA","2013 Q3","Total",3337
"Continente","CS ABRAÃO","2013 Q4","Total",7308
"Centro","CS AGRONÔMICA","2013 Q4","Total",15612
"Sul","CS ALTO RIBEIRÃO","2013 Q4","Total",6543
"Sul","CS ARMAÇÃO","2013 Q4","Total",7670
"Continente","CS BALNEÁRIO","2013 Q4","Total",6082
"Norte","CS BARRA DA LAGOA","2013 Q4","Total",8482
"Norte","CS CACHOEIRA BOM JESUS","2013 Q4","Total",8106
"Sul","CS CAIEIRA BARRA DO SUL","2013 Q4","Total",2871
"Sul","CS CAMPECHE","2013 Q4","Total",9381
"Norte","CS CANASVIEIRAS","2013 Q4","Total",15993
"Sul","CS CANTO DA LAGOA","2013 Q4","Total",2751
"Continente","CS CAPOEIRAS","2013 Q4","Total",9344
"Sul","CS CARIANOS","2013 Q4","Total",10497
"Centro","CS CENTRO","2013 Q4","Total",10150
"Continente","CS COLONINHA","2013 Q4","Total",11436
"Continente","CS COQUEIROS","2013 Q4","Total",9810
"Centro","CS CÓRREGO GRANDE","2013 Q4","Total",7425
"Sul","CS COSTA DA LAGOA","2013 Q4","Total",1981
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2013 Q4","Total",12453
"Continente","CS ESTREITO","2013 Q4","Total",11735
"Sul","CS FAZENDA DO RIO TAVARES","2013 Q4","Total",8564
"Norte","CS INGLESES","2013 Q4","Total",23703
"Centro","CS ITACORUBI","2013 Q4","Total",13469
"Continente","CS JARDIM ATLÂNTICO","2013 Q4","Total",2836
"Centro","CS JOÃO PAULO","2013 Q4","Total",7712
"Norte","CS JURERE","2013 Q4","Total",4245
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q4","Total",8030
"Continente","CS MONTE CRISTO","2013 Q4","Total",19303
"Centro","CS MONTE SERRAT","2013 Q4","Total",11059
"Sul","CS MORRO DAS PEDRAS","2013 Q4","Total",6803
"Continente","CS NOVO CONTINENTE","2013 Q4","Total",6739
"Centro","CS PANTANAL","2013 Q4","Total",6517
"Sul","CS PANTANO DO SUL","2013 Q4","Total",4173
"Norte","CS PONTA DAS CANAS","2013 Q4","Total",5068
"Centro","CS PRAINHA","2013 Q4","Total",9210
"Norte","CS RATONES","2013 Q4","Total",4305
"Sul","CS RIBEIRÃO DA ILHA","2013 Q4","Total",3954
"Sul","CS RIO TAVARES","2013 Q4","Total",7761
"Norte","CS RIO VERMELHO","2013 Q4","Total",16394
"Centro","CS SACO DOS LIMÕES","2013 Q4","Total",11497
"Norte","CS SACO GRANDE","2013 Q4","Total",25692
"Norte","CS SANTINHO","2013 Q4","Total",6592
"Norte","CS SANTO ANTONIO LISBOA","2013 Q4","Total",7993
"Continente","CS SAPE","2013 Q4","Total",5293
"Sul","CS TAPERA","2013 Q4","Total",18542
"Centro","CS TRINDADE","2013 Q4","Total",15087
"Norte","CS VARGEM GRANDE","2013 Q4","Total",939
"Norte","CS VARGEM PEQUENA","2013 Q4","Total",2642
"Continente","CS VILA APARECIDA","2013 Q4","Total",3395
"Continente","CS ABRAÃO","2014 Q1","Total",7810
"Centro","CS AGRONÔMICA","2014 Q1","Total",17241
"Sul","CS ALTO RIBEIRÃO","2014 Q1","Total",6896
"Sul","CS ARMAÇÃO","2014 Q1","Total",8473
"Continente","CS BALNEÁRIO","2014 Q1","Total",5956
"Norte","CS BARRA DA LAGOA","2014 Q1","Total",9681
"Norte","CS CACHOEIRA BOM JESUS","2014 Q1","Total",7515
"Sul","CS CAIEIRA BARRA DO SUL","2014 Q1","Total",3135
"Sul","CS CAMPECHE","2014 Q1","Total",9676
"Norte","CS CANASVIEIRAS","2014 Q1","Total",17429
"Sul","CS CANTO DA LAGOA","2014 Q1","Total",2728
"Continente","CS CAPOEIRAS","2014 Q1","Total",9724
"Sul","CS CARIANOS","2014 Q1","Total",10273
"Centro","CS CENTRO","2014 Q1","Total",10451
"Continente","CS COLONINHA","2014 Q1","Total",11955
"Continente","CS COQUEIROS","2014 Q1","Total",9802
"Centro","CS CÓRREGO GRANDE","2014 Q1","Total",8032
"Sul","CS COSTA DA LAGOA","2014 Q1","Total",1981
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q1","Total",13510
"Continente","CS ESTREITO","2014 Q1","Total",12258
"Sul","CS FAZENDA DO RIO TAVARES","2014 Q1","Total",9308
"Norte","CS INGLESES","2014 Q1","Total",27952
"Centro","CS ITACORUBI","2014 Q1","Total",14035
"Continente","CS JARDIM ATLÂNTICO","2014 Q1","Total",2827
"Centro","CS JOÃO PAULO","2014 Q1","Total",8331
"Norte","CS JURERE","2014 Q1","Total",4394
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q1","Total",10076
"Continente","CS MONTE CRISTO","2014 Q1","Total",21776
"Centro","CS MONTE SERRAT","2014 Q1","Total",11193
"Sul","CS MORRO DAS PEDRAS","2014 Q1","Total",8266
"Continente","CS NOVO CONTINENTE","2014 Q1","Total",7219
"Centro","CS PANTANAL","2014 Q1","Total",6821
"Sul","CS PANTANO DO SUL","2014 Q1","Total",4786
"Norte","CS PONTA DAS CANAS","2014 Q1","Total",5143
"Centro","CS PRAINHA","2014 Q1","Total",11595
"Norte","CS RATONES","2014 Q1","Total",4282
"Sul","CS RIBEIRÃO DA ILHA","2014 Q1","Total",3747
"Sul","CS RIO TAVARES","2014 Q1","Total",8386
"Norte","CS RIO VERMELHO","2014 Q1","Total",18714
"Centro","CS SACO DOS LIMÕES","2014 Q1","Total",13371
"Norte","CS SACO GRANDE","2014 Q1","Total",29752
"Norte","CS SANTINHO","2014 Q1","Total",7086
"Norte","CS SANTO ANTONIO LISBOA","2014 Q1","Total",9524
"Continente","CS SAPE","2014 Q1","Total",6388
"Sul","CS TAPERA","2014 Q1","Total",21372
"Centro","CS TRINDADE","2014 Q1","Total",16016
"Norte","CS VARGEM GRANDE","2014 Q1","Total",1081
"Norte","CS VARGEM PEQUENA","2014 Q1","Total",2840
"Continente","CS VILA APARECIDA","2014 Q1","Total",3388
"Continente","CS ABRAÃO","2014 Q2","Total",8205
"Centro","CS AGRONÔMICA","2014 Q2","Total",18205
"Sul","CS ALTO RIBEIRÃO","2014 Q2","Total",7331
"Sul","CS ARMAÇÃO","2014 Q2","Total",8815
"Continente","CS BALNEÁRIO","2014 Q2","Total",6068
"Norte","CS BARRA DA LAGOA","2014 Q2","Total",9229
"Norte","CS CACHOEIRA BOM JESUS","2014 Q2","Total",8979
"Sul","CS CAIEIRA BARRA DO SUL","2014 Q2","Total",2944
"Sul","CS CAMPECHE","2014 Q2","Total",9331
"Norte","CS CANASVIEIRAS","2014 Q2","Total",17737
"Sul","CS CANTO DA LAGOA","2014 Q2","Total",3218
"Continente","CS CAPOEIRAS","2014 Q2","Total",7835
"Sul","CS CARIANOS","2014 Q2","Total",10659
"Centro","CS CENTRO","2014 Q2","Total",11891
"Continente","CS COLONINHA","2014 Q2","Total",11568
"Continente","CS COQUEIROS","2014 Q2","Total",10980
"Centro","CS CÓRREGO GRANDE","2014 Q2","Total",8249
"Sul","CS COSTA DA LAGOA","2014 Q2","Total",2168
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q2","Total",13430
"Continente","CS ESTREITO","2014 Q2","Total",12022
"Sul","CS FAZENDA DO RIO TAVARES","2014 Q2","Total",9413
"Norte","CS INGLESES","2014 Q2","Total",28935
"Centro","CS ITACORUBI","2014 Q2","Total",14593
"Continente","CS JARDIM ATLÂNTICO","2014 Q2","Total",4090
"Centro","CS JOÃO PAULO","2014 Q2","Total",8730
"Norte","CS JURERE","2014 Q2","Total",4353
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q2","Total",12310
"Continente","CS MONTE CRISTO","2014 Q2","Total",22627
"Centro","CS MONTE SERRAT","2014 Q2","Total",11387
"Sul","CS MORRO DAS PEDRAS","2014 Q2","Total",8182
"Continente","CS NOVO CONTINENTE","2014 Q2","Total",8037
"Centro","CS PANTANAL","2014 Q2","Total",7514
"Sul","CS PANTANO DO SUL","2014 Q2","Total",4883
"Norte","CS PONTA DAS CANAS","2014 Q2","Total",4625
"Centro","CS PRAINHA","2014 Q2","Total",11432
"Norte","CS RATONES","2014 Q2","Total",5025
"Sul","CS RIBEIRÃO DA ILHA","2014 Q2","Total",4111
"Sul","CS RIO TAVARES","2014 Q2","Total",10406
"Norte","CS RIO VERMELHO","2014 Q2","Total",19771
"Centro","CS SACO DOS LIMÕES","2014 Q2","Total",13670
"Norte","CS SACO GRANDE","2014 Q2","Total",27858
"Norte","CS SANTINHO","2014 Q2","Total",7048
"Norte","CS SANTO ANTONIO LISBOA","2014 Q2","Total",8846
"Continente","CS SAPE","2014 Q2","Total",6208
"Sul","CS TAPERA","2014 Q2","Total",21589
"Centro","CS TRINDADE","2014 Q2","Total",15590
"Norte","CS VARGEM GRANDE","2014 Q2","Total",1083
"Norte","CS VARGEM PEQUENA","2014 Q2","Total",2809
"Continente","CS VILA APARECIDA","2014 Q2","Total",3837
"Continente","CS ABRAÃO","2014 Q3","Total",9484
"Centro","CS AGRONÔMICA","2014 Q3","Total",18178
"Sul","CS ALTO RIBEIRÃO","2014 Q3","Total",7795
"Sul","CS ARMAÇÃO","2014 Q3","Total",9634
"Continente","CS BALNEÁRIO","2014 Q3","Total",6622
"Norte","CS BARRA DA LAGOA","2014 Q3","Total",10365
"Norte","CS CACHOEIRA BOM JESUS","2014 Q3","Total",10040
"Sul","CS CAIEIRA BARRA DO SUL","2014 Q3","Total",3370
"Sul","CS CAMPECHE","2014 Q3","Total",10950
"Norte","CS CANASVIEIRAS","2014 Q3","Total",19383
"Sul","CS CANTO DA LAGOA","2014 Q3","Total",3433
"Continente","CS CAPOEIRAS","2014 Q3","Total",8495
"Sul","CS CARIANOS","2014 Q3","Total",11222
"Centro","CS CENTRO","2014 Q3","Total",11091
"Continente","CS COLONINHA","2014 Q3","Total",11791
"Continente","CS COQUEIROS","2014 Q3","Total",12473
"Centro","CS CÓRREGO GRANDE","2014 Q3","Total",8807
"Sul","CS COSTA DA LAGOA","2014 Q3","Total",2300
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q3","Total",15946
"Continente","CS ESTREITO","2014 Q3","Total",13018
"Sul","CS FAZENDA DO RIO TAVARES","2014 Q3","Total",10228
"Norte","CS INGLESES","2014 Q3","Total",33527
"Centro","CS ITACORUBI","2014 Q3","Total",16303
"Continente","CS JARDIM ATLÂNTICO","2014 Q3","Total",4604
"Centro","CS JOÃO PAULO","2014 Q3","Total",8782
"Norte","CS JURERE","2014 Q3","Total",5203
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q3","Total",13045
"Continente","CS MONTE CRISTO","2014 Q3","Total",24845
"Centro","CS MONTE SERRAT","2014 Q3","Total",11028
"Sul","CS MORRO DAS PEDRAS","2014 Q3","Total",8911
"Continente","CS NOVO CONTINENTE","2014 Q3","Total",8639
"Centro","CS PANTANAL","2014 Q3","Total",8338
"Sul","CS PANTANO DO SUL","2014 Q3","Total",5182
"Norte","CS PONTA DAS CANAS","2014 Q3","Total",5080
"Centro","CS PRAINHA","2014 Q3","Total",10872
"Norte","CS RATONES","2014 Q3","Total",4208
"Sul","CS RIBEIRÃO DA ILHA","2014 Q3","Total",4116
"Sul","CS RIO TAVARES","2014 Q3","Total",10150
"Norte","CS RIO VERMELHO","2014 Q3","Total",22391
"Centro","CS SACO DOS LIMÕES","2014 Q3","Total",14729
"Norte","CS SACO GRANDE","2014 Q3","Total",30621
"Norte","CS SANTINHO","2014 Q3","Total",8654
"Norte","CS SANTO ANTONIO LISBOA","2014 Q3","Total",10660
"Continente","CS SAPE","2014 Q3","Total",7409
"Sul","CS TAPERA","2014 Q3","Total",23238
"Centro","CS TRINDADE","2014 Q3","Total",19209
"Norte","CS VARGEM GRANDE","2014 Q3","Total",1228
"Norte","CS VARGEM PEQUENA","2014 Q3","Total",3141
"Continente","CS VILA APARECIDA","2014 Q3","Total",4242
"Continente","CS ABRAÃO","2014 Q4","Total",7925
"Centro","CS AGRONÔMICA","2014 Q4","Total",17101
"Sul","CS ALTO RIBEIRÃO","2014 Q4","Total",7261
"Sul","CS ARMAÇÃO","2014 Q4","Total",9572
"Continente","CS BALNEÁRIO","2014 Q4","Total",6461
"Norte","CS BARRA DA LAGOA","2014 Q4","Total",9389
"Norte","CS CACHOEIRA BOM JESUS","2014 Q4","Total",9342
"Sul","CS CAIEIRA BARRA DO SUL","2014 Q4","Total",2148
"Sul","CS CAMPECHE","2014 Q4","Total",9874
"Norte","CS CANASVIEIRAS","2014 Q4","Total",17846
"Sul","CS CANTO DA LAGOA","2014 Q4","Total",3126
"Continente","CS CAPOEIRAS","2014 Q4","Total",8324
"Sul","CS CARIANOS","2014 Q4","Total",9855
"Centro","CS CENTRO","2014 Q4","Total",10220
"Continente","CS COLONINHA","2014 Q4","Total",10157
"Continente","CS COQUEIROS","2014 Q4","Total",11273
"Centro","CS CÓRREGO GRANDE","2014 Q4","Total",7586
"Sul","CS COSTA DA LAGOA","2014 Q4","Total",1991
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q4","Total",13638
"Continente","CS ESTREITO","2014 Q4","Total",11658
"Sul","CS FAZENDA DO RIO TAVARES","2014 Q4","Total",9195
"Norte","CS INGLESES","2014 Q4","Total",29664
"Centro","CS ITACORUBI","2014 Q4","Total",14976
"Continente","CS JARDIM ATLÂNTICO","2014 Q4","Total",4079
"Centro","CS JOÃO PAULO","2014 Q4","Total",8729
"Norte","CS JURERE","2014 Q4","Total",4728
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q4","Total",11905
"Continente","CS MONTE CRISTO","2014 Q4","Total",24923
"Centro","CS MONTE SERRAT","2014 Q4","Total",10028
"Sul","CS MORRO DAS PEDRAS","2014 Q4","Total",8030
"Continente","CS NOVO CONTINENTE","2014 Q4","Total",8188
"Centro","CS PANTANAL","2014 Q4","Total",7377
"Sul","CS PANTANO DO SUL","2014 Q4","Total",4530
"Norte","CS PONTA DAS CANAS","2014 Q4","Total",5809
"Centro","CS PRAINHA","2014 Q4","Total",9910
"Norte","CS RATONES","2014 Q4","Total",4545
"Sul","CS RIBEIRÃO DA ILHA","2014 Q4","Total",3901
"Sul","CS RIO TAVARES","2014 Q4","Total",10131
"Norte","CS RIO VERMELHO","2014 Q4","Total",21345
"Centro","CS SACO DOS LIMÕES","2014 Q4","Total",12527
"Norte","CS SACO GRANDE","2014 Q4","Total",27272
"Norte","CS SANTINHO","2014 Q4","Total",8454
"Norte","CS SANTO ANTONIO LISBOA","2014 Q4","Total",9667
"Continente","CS SAPE","2014 Q4","Total",6944
"Sul","CS TAPERA","2014 Q4","Total",20443
"Centro","CS TRINDADE","2014 Q4","Total",18597
"Norte","CS VARGEM GRANDE","2014 Q4","Total",2526
"Norte","CS VARGEM PEQUENA","2014 Q4","Total",2947
"Continente","CS VILA APARECIDA","2014 Q4","Total",4451
"Continente","CS ABRAÃO","2015 Q1","Total",7700
"Centro","CS AGRONÔMICA","2015 Q1","Total",16546
"Sul","CS ALTO RIBEIRÃO","2015 Q1","Total",6661
"Sul","CS ARMAÇÃO","2015 Q1","Total",9185
"Continente","CS BALNEÁRIO","2015 Q1","Total",6048
"Norte","CS BARRA DA LAGOA","2015 Q1","Total",9974
"Norte","CS CACHOEIRA BOM JESUS","2015 Q1","Total",8960
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q1","Total",2101
"Sul","CS CAMPECHE","2015 Q1","Total",9176
"Norte","CS CANASVIEIRAS","2015 Q1","Total",17356
"Sul","CS CANTO DA LAGOA","2015 Q1","Total",2755
"Continente","CS CAPOEIRAS","2015 Q1","Total",8112
"Sul","CS CARIANOS","2015 Q1","Total",8174
"Centro","CS CENTRO","2015 Q1","Total",9467
"Continente","CS COLONINHA","2015 Q1","Total",9666
"Continente","CS COQUEIROS","2015 Q1","Total",10313
"Centro","CS CÓRREGO GRANDE","2015 Q1","Total",7488
"Sul","CS COSTA DA LAGOA","2015 Q1","Total",2083
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2015 Q1","Total",13552
"Continente","CS ESTREITO","2015 Q1","Total",11059
"Sul","CS FAZENDA DO RIO TAVARES","2015 Q1","Total",8644
"Norte","CS INGLESES","2015 Q1","Total",28934
"Centro","CS ITACORUBI","2015 Q1","Total",14099
"Continente","CS JARDIM ATLÂNTICO","2015 Q1","Total",3532
"Centro","CS JOÃO PAULO","2015 Q1","Total",8571
"Norte","CS JURERE","2015 Q1","Total",4797
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q1","Total",10978
"Continente","CS MONTE CRISTO","2015 Q1","Total",24159
"Centro","CS MONTE SERRAT","2015 Q1","Total",10141
"Sul","CS MORRO DAS PEDRAS","2015 Q1","Total",7884
"Continente","CS NOVO CONTINENTE","2015 Q1","Total",8850
"Centro","CS PANTANAL","2015 Q1","Total",7035
"Sul","CS PANTANO DO SUL","2015 Q1","Total",4780
"Norte","CS PONTA DAS CANAS","2015 Q1","Total",5778
"Centro","CS PRAINHA","2015 Q1","Total",10086
"Norte","CS RATONES","2015 Q1","Total",4766
"Sul","CS RIBEIRÃO DA ILHA","2015 Q1","Total",2862
"Sul","CS RIO TAVARES","2015 Q1","Total",8870
"Norte","CS RIO VERMELHO","2015 Q1","Total",22070
"Centro","CS SACO DOS LIMÕES","2015 Q1","Total",12344
"Norte","CS SACO GRANDE","2015 Q1","Total",26131
"Norte","CS SANTINHO","2015 Q1","Total",8350
"Norte","CS SANTO ANTONIO LISBOA","2015 Q1","Total",8858
"Continente","CS SAPE","2015 Q1","Total",6343
"Sul","CS TAPERA","2015 Q1","Total",19175
"Centro","CS TRINDADE","2015 Q1","Total",17369
"Norte","CS VARGEM GRANDE","2015 Q1","Total",3878
"Norte","CS VARGEM PEQUENA","2015 Q1","Total",3045
"Continente","CS VILA APARECIDA","2015 Q1","Total",3332
"Continente","CS ABRAÃO","2015 Q2","Total",7750
"Centro","CS AGRONÔMICA","2015 Q2","Total",15320
"Sul","CS ALTO RIBEIRÃO","2015 Q2","Total",6561
"Sul","CS ARMAÇÃO","2015 Q2","Total",9582
"Continente","CS BALNEÁRIO","2015 Q2","Total",6467
"Norte","CS BARRA DA LAGOA","2015 Q2","Total",8953
"Norte","CS CACHOEIRA BOM JESUS","2015 Q2","Total",9489
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q2","Total",2547
"Sul","CS CAMPECHE","2015 Q2","Total",9382
"Norte","CS CANASVIEIRAS","2015 Q2","Total",16624
"Sul","CS CANTO DA LAGOA","2015 Q2","Total",3279
"Continente","CS CAPOEIRAS","2015 Q2","Total",9442
"Sul","CS CARIANOS","2015 Q2","Total",9594
"Centro","CS CENTRO","2015 Q2","Total",9931
"Continente","CS COLONINHA","2015 Q2","Total",9404
"Continente","CS COQUEIROS","2015 Q2","Total",10435
"Centro","CS CÓRREGO GRANDE","2015 Q2","Total",7899
"Sul","CS COSTA DA LAGOA","2015 Q2","Total",2127
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2015 Q2","Total",13775
"Continente","CS ESTREITO","2015 Q2","Total",12082
"Sul","CS FAZENDA DO RIO TAVARES","2015 Q2","Total",9354
"Norte","CS INGLESES","2015 Q2","Total",28829
"Centro","CS ITACORUBI","2015 Q2","Total",12854
"Continente","CS JARDIM ATLÂNTICO","2015 Q2","Total",3889
"Centro","CS JOÃO PAULO","2015 Q2","Total",9362
"Norte","CS JURERE","2015 Q2","Total",4157
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q2","Total",10997
"Continente","CS MONTE CRISTO","2015 Q2","Total",23181
"Centro","CS MONTE SERRAT","2015 Q2","Total",10048
"Sul","CS MORRO DAS PEDRAS","2015 Q2","Total",7603
"Continente","CS NOVO CONTINENTE","2015 Q2","Total",9256
"Centro","CS PANTANAL","2015 Q2","Total",6789
"Sul","CS PANTANO DO SUL","2015 Q2","Total",4446
"Norte","CS PONTA DAS CANAS","2015 Q2","Total",5769
"Centro","CS PRAINHA","2015 Q2","Total",9178
"Norte","CS RATONES","2015 Q2","Total",4281
"Sul","CS RIBEIRÃO DA ILHA","2015 Q2","Total",3159
"Sul","CS RIO TAVARES","2015 Q2","Total",10496
"Norte","CS RIO VERMELHO","2015 Q2","Total",21237
"Centro","CS SACO DOS LIMÕES","2015 Q2","Total",11292
"Norte","CS SACO GRANDE","2015 Q2","Total",27290
"Norte","CS SANTINHO","2015 Q2","Total",7759
"Norte","CS SANTO ANTONIO LISBOA","2015 Q2","Total",9225
"Continente","CS SAPE","2015 Q2","Total",5915
"Sul","CS TAPERA","2015 Q2","Total",17972
"Centro","CS TRINDADE","2015 Q2","Total",15296
"Norte","CS VARGEM GRANDE","2015 Q2","Total",4199
"Norte","CS VARGEM PEQUENA","2015 Q2","Total",2955
"Continente","CS VILA APARECIDA","2015 Q2","Total",4348
"Continente","CS ABRAÃO","2015 Q3","Total",9486
"Centro","CS AGRONÔMICA","2015 Q3","Total",18863
"Sul","CS ALTO RIBEIRÃO","2015 Q3","Total",7677
"Sul","CS ARMAÇÃO","2015 Q3","Total",10438
"Continente","CS BALNEÁRIO","2015 Q3","Total",7101
"Norte","CS BARRA DA LAGOA","2015 Q3","Total",11212
"Norte","CS CACHOEIRA BOM JESUS","2015 Q3","Total",10741
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q3","Total",3302
"Sul","CS CAMPECHE","2015 Q3","Total",10473
"Norte","CS CANASVIEIRAS","2015 Q3","Total",20736
"Sul","CS CANTO DA LAGOA","2015 Q3","Total",3193
"Continente","CS CAPOEIRAS","2015 Q3","Total",11700
"Sul","CS CARIANOS","2015 Q3","Total",10684
"Centro","CS CENTRO","2015 Q3","Total",11915
"Continente","CS COLONINHA","2015 Q3","Total",12490
"Continente","CS COQUEIROS","2015 Q3","Total",12395
"Centro","CS CÓRREGO GRANDE","2015 Q3","Total",9121
"Sul","CS COSTA DA LAGOA","2015 Q3","Total",2084
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2015 Q3","Total",15718
"Continente","CS ESTREITO","2015 Q3","Total",14844
"Sul","CS FAZENDA DO RIO TAVARES","2015 Q3","Total",10107
"Norte","CS INGLESES","2015 Q3","Total",36011
"Centro","CS ITACORUBI","2015 Q3","Total",16798
"Continente","CS JARDIM ATLÂNTICO","2015 Q3","Total",4457
"Centro","CS JOÃO PAULO","2015 Q3","Total",9418
"Norte","CS JURERE","2015 Q3","Total",5137
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q3","Total",12285
"Continente","CS MONTE CRISTO","2015 Q3","Total",28132
"Centro","CS MONTE SERRAT","2015 Q3","Total",11930
"Sul","CS MORRO DAS PEDRAS","2015 Q3","Total",8327
"Continente","CS NOVO CONTINENTE","2015 Q3","Total",10710
"Centro","CS PANTANAL","2015 Q3","Total",7787
"Sul","CS PANTANO DO SUL","2015 Q3","Total",4920
"Norte","CS PONTA DAS CANAS","2015 Q3","Total",7308
"Centro","CS PRAINHA","2015 Q3","Total",12087
"Norte","CS RATONES","2015 Q3","Total",5220
"Sul","CS RIBEIRÃO DA ILHA","2015 Q3","Total",4339
"Sul","CS RIO TAVARES","2015 Q3","Total",12479
"Norte","CS RIO VERMELHO","2015 Q3","Total",23839
"Centro","CS SACO DOS LIMÕES","2015 Q3","Total",13859
"Norte","CS SACO GRANDE","2015 Q3","Total",31686
"Norte","CS SANTINHO","2015 Q3","Total",9915
"Norte","CS SANTO ANTONIO LISBOA","2015 Q3","Total",10795
"Continente","CS SAPE","2015 Q3","Total",6953
"Sul","CS TAPERA","2015 Q3","Total",21782
"Centro","CS TRINDADE","2015 Q3","Total",19721
"Norte","CS VARGEM GRANDE","2015 Q3","Total",4164
"Norte","CS VARGEM PEQUENA","2015 Q3","Total",3254
"Continente","CS VILA APARECIDA","2015 Q3","Total",4731
"Continente","CS ABRAÃO","2015 Q4","Total",9199
"Centro","CS AGRONÔMICA","2015 Q4","Total",15408
"Sul","CS ALTO RIBEIRÃO","2015 Q4","Total",6690
"Sul","CS ARMAÇÃO","2015 Q4","Total",9086
"Continente","CS BALNEÁRIO","2015 Q4","Total",6855
"Norte","CS BARRA DA LAGOA","2015 Q4","Total",9333
"Norte","CS CACHOEIRA BOM JESUS","2015 Q4","Total",9165
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q4","Total",2906
"Sul","CS CAMPECHE","2015 Q4","Total",7999
"Norte","CS CANASVIEIRAS","2015 Q4","Total",18171
"Sul","CS CANTO DA LAGOA","2015 Q4","Total",2612
"Continente","CS CAPOEIRAS","2015 Q4","Total",10260
"Sul","CS CARIANOS","2015 Q4","Total",9699
"Centro","CS CENTRO","2015 Q4","Total",10485
"Continente","CS COLONINHA","2015 Q4","Total",10104
"Continente","CS COQUEIROS","2015 Q4","Total",11339
"Centro","CS CÓRREGO GRANDE","2015 Q4","Total",8055
"Sul","CS COSTA DA LAGOA","2015 Q4","Total",2134
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2015 Q4","Total",12862
"Continente","CS ESTREITO","2015 Q4","Total",15162
"Sul","CS FAZENDA DO RIO TAVARES","2015 Q4","Total",9223
"Norte","CS INGLESES","2015 Q4","Total",30162
"Centro","CS ITACORUBI","2015 Q4","Total",14764
"Continente","CS JARDIM ATLÂNTICO","2015 Q4","Total",3997
"Centro","CS JOÃO PAULO","2015 Q4","Total",8568
"Norte","CS JURERE","2015 Q4","Total",4740
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q4","Total",11686
"Continente","CS MONTE CRISTO","2015 Q4","Total",24925
"Centro","CS MONTE SERRAT","2015 Q4","Total",10336
"Sul","CS MORRO DAS PEDRAS","2015 Q4","Total",7463
"Continente","CS NOVO CONTINENTE","2015 Q4","Total",10684
"Centro","CS PANTANAL","2015 Q4","Total",7480
"Sul","CS PANTANO DO SUL","2015 Q4","Total",4753
"Norte","CS PONTA DAS CANAS","2015 Q4","Total",6281
"Centro","CS PRAINHA","2015 Q4","Total",10138
"Norte","CS RATONES","2015 Q4","Total",4750
"Sul","CS RIBEIRÃO DA ILHA","2015 Q4","Total",3491
"Sul","CS RIO TAVARES","2015 Q4","Total",10378
"Norte","CS RIO VERMELHO","2015 Q4","Total",22044
"Centro","CS SACO DOS LIMÕES","2015 Q4","Total",11667
"Norte","CS SACO GRANDE","2015 Q4","Total",28934
"Norte","CS SANTINHO","2015 Q4","Total",9039
"Norte","CS SANTO ANTONIO LISBOA","2015 Q4","Total",9488
"Continente","CS SAPE","2015 Q4","Total",6612
"Sul","CS TAPERA","2015 Q4","Total",18129
"Centro","CS TRINDADE","2015 Q4","Total",17244
"Norte","CS VARGEM GRANDE","2015 Q4","Total",3881
"Norte","CS VARGEM PEQUENA","2015 Q4","Total",2981
